,Question,Right_Answer,Grade,Number,Responses,Number of Question,label
612, ماهي الجرائم المترتبة عن عملية إختراق لموقع  على الشبكة؟, تغيير أو سرقة أو  إزالة المعلومات التي يطالها المخترق، تخريب وتعطيل الأجهزة، تغيير وجه المواقع ، تبطئة حركة التصفح وانقطاعها على فترات.,2.75,[21],سرقة ، تغيير أو إزالة المعلومات، تغير وجه الموقع .,15,1
613, ماهي الجرائم المترتبة عن عملية إختراق لموقع  على الشبكة؟, تغيير أو سرقة أو  إزالة المعلومات التي يطالها المخترق، تخريب وتعطيل الأجهزة، تغيير وجه المواقع ، تبطئة حركة التصفح وانقطاعها على فترات.,1.375,[22],تغيير واجهة الموقع ،  حجب خدمة الإغراق بالرسائل .,15,0
614, ماهي الجرائم المترتبة عن عملية إختراق لموقع  على الشبكة؟, تغيير أو سرقة أو  إزالة المعلومات التي يطالها المخترق، تخريب وتعطيل الأجهزة، تغيير وجه المواقع ، تبطئة حركة التصفح وانقطاعها على فترات.,3.125,[23],تغيير وجه الموقع سرقة بيانات الموقع، التحكم في سيرفر الموقع .,15,1
615, ماهي الجرائم المترتبة عن عملية إختراق لموقع  على الشبكة؟, تغيير أو سرقة أو  إزالة المعلومات التي يطالها المخترق، تخريب وتعطيل الأجهزة، تغيير وجه المواقع ، تبطئة حركة التصفح وانقطاعها على فترات.,3.25,[24],الوصول إلى البيانات ، سرقتها أو تعديلها أو حذفها بغير حق ، تشويه الموقع .,15,1
616, ماهي الجرائم المترتبة عن عملية إختراق لموقع  على الشبكة؟, تغيير أو سرقة أو  إزالة المعلومات التي يطالها المخترق، تخريب وتعطيل الأجهزة، تغيير وجه المواقع ، تبطئة حركة التصفح وانقطاعها على فترات.,2.75,[25],سرقة المعلومات، تغيير المعلومات، حذف المعلومات، تغيير وجه الموقع.,15,1
617, ماهي الجرائم المترتبة عن عملية إختراق لموقع  على الشبكة؟, تغيير أو سرقة أو  إزالة المعلومات التي يطالها المخترق، تخريب وتعطيل الأجهزة، تغيير وجه المواقع ، تبطئة حركة التصفح وانقطاعها على فترات.,3.75,[26],سرقة المعلومات ، إتلافها أو تغييرها ، إتلاف و تخريب الأجهزة ، تغيير الموقع,15,1
618, ماهي الجرائم المترتبة عن عملية إختراق لموقع  على الشبكة؟, تغيير أو سرقة أو  إزالة المعلومات التي يطالها المخترق، تخريب وتعطيل الأجهزة، تغيير وجه المواقع ، تبطئة حركة التصفح وانقطاعها على فترات.,3.5,[27],التجسس و احتيال الخصوصية، تدمير انظمة و تكسيرها، تغيير وجه صفحة,15,1
619, ماهي الجرائم المترتبة عن عملية إختراق لموقع  على الشبكة؟, تغيير أو سرقة أو  إزالة المعلومات التي يطالها المخترق، تخريب وتعطيل الأجهزة، تغيير وجه المواقع ، تبطئة حركة التصفح وانقطاعها على فترات.,1.125,[28],سرقة البيانات و تخريبها.,15,0
620, ماهي الجرائم المترتبة عن عملية إختراق لموقع  على الشبكة؟, تغيير أو سرقة أو  إزالة المعلومات التي يطالها المخترق، تخريب وتعطيل الأجهزة، تغيير وجه المواقع ، تبطئة حركة التصفح وانقطاعها على فترات.,3.0,[29],الاستيلاء المعلومات لتغييرها أو استعمالها لأغراض غير قانونية، تغيير شكل الموقع.,15,1
621, ماهي الجرائم المترتبة عن عملية إختراق لموقع  على الشبكة؟, تغيير أو سرقة أو  إزالة المعلومات التي يطالها المخترق، تخريب وتعطيل الأجهزة، تغيير وجه المواقع ، تبطئة حركة التصفح وانقطاعها على فترات.,3.25,[30],سرقة المعلومات أو تغييرها أو اتلافها، التجسس، تغيير وجه الموقع,15,1
622, ماهي الجرائم المترتبة عن عملية إختراق لموقع  على الشبكة؟, تغيير أو سرقة أو  إزالة المعلومات التي يطالها المخترق، تخريب وتعطيل الأجهزة، تغيير وجه المواقع ، تبطئة حركة التصفح وانقطاعها على فترات.,1.5,[31],استغلال عيوب البرامج، انشاء مواقع انتحال الشخصية، تثبيت برامج التجسس كبرنامج تسجيل نقرات لوحة المفاتيح، الاقتحام والتسلل، إغراق الرسائل، الفيروسات.,15,0
623, ماهي الجرائم المترتبة عن عملية إختراق لموقع  على الشبكة؟, تغيير أو سرقة أو  إزالة المعلومات التي يطالها المخترق، تخريب وتعطيل الأجهزة، تغيير وجه المواقع ، تبطئة حركة التصفح وانقطاعها على فترات.,2.25,[32],"تغيير الموقع, سرقة كلمات مرور المستخدمين, سرقة المعلومات المتبادلة عبر الموقع.",15,0
624, ماهي الجرائم المترتبة عن عملية إختراق لموقع  على الشبكة؟, تغيير أو سرقة أو  إزالة المعلومات التي يطالها المخترق، تخريب وتعطيل الأجهزة، تغيير وجه المواقع ، تبطئة حركة التصفح وانقطاعها على فترات.,3.0,[33],"سرقة المعلومات , تغيير أو حذف المعلومات , تغيير وجه الموقع",15,1
625, ماهي الجرائم المترتبة عن عملية إختراق لموقع  على الشبكة؟, تغيير أو سرقة أو  إزالة المعلومات التي يطالها المخترق، تخريب وتعطيل الأجهزة، تغيير وجه المواقع ، تبطئة حركة التصفح وانقطاعها على فترات.,4.0,[34],"سرقة او اتلاف المعلومات , تعطيل و تخريب و ايقاف الموقع, تغيير واجهة الموقع تغيير و تصميم واجهة الموقع و تبديل المعلومات التي يحتويها .",15,1
626, ماهي الجرائم المترتبة عن عملية إختراق لموقع  على الشبكة؟, تغيير أو سرقة أو  إزالة المعلومات التي يطالها المخترق، تخريب وتعطيل الأجهزة، تغيير وجه المواقع ، تبطئة حركة التصفح وانقطاعها على فترات.,3.0,[35],"تغيير محتوى الصفحات , تغيير البيانات للمستخدمين , سرقة البيانات و المعلومات .",15,1
627, ماهي الجرائم المترتبة عن عملية إختراق لموقع  على الشبكة؟, تغيير أو سرقة أو  إزالة المعلومات التي يطالها المخترق، تخريب وتعطيل الأجهزة، تغيير وجه المواقع ، تبطئة حركة التصفح وانقطاعها على فترات.,4.375,[36],تبطيء حركة التصفح في فترات منتظمة، تعذر الدخول لبيانات المستخدمين، سرقة و تغيير وإتلاف المعلومات  السرية ، تغيير وجه الموقع، تخريب الموقع.,15,1
628, ماهي الجرائم المترتبة عن عملية إختراق لموقع  على الشبكة؟, تغيير أو سرقة أو  إزالة المعلومات التي يطالها المخترق، تخريب وتعطيل الأجهزة، تغيير وجه المواقع ، تبطئة حركة التصفح وانقطاعها على فترات.,3.5,[37],سرقة البيانات ، تخريب او تعديل البيانات ، تغيير صفحات المواقع ، سرقة الهوية و كلمات السر .,15,1
629, ماهي الجرائم المترتبة عن عملية إختراق لموقع  على الشبكة؟, تغيير أو سرقة أو  إزالة المعلومات التي يطالها المخترق، تخريب وتعطيل الأجهزة، تغيير وجه المواقع ، تبطئة حركة التصفح وانقطاعها على فترات.,1.5,[38],انتهاك حرمة الغير ، انتهاك خصوصية المستخدم.,15,0
630, ماهي الجرائم المترتبة عن عملية إختراق لموقع  على الشبكة؟, تغيير أو سرقة أو  إزالة المعلومات التي يطالها المخترق، تخريب وتعطيل الأجهزة، تغيير وجه المواقع ، تبطئة حركة التصفح وانقطاعها على فترات.,2.75,[39],تبطئ حركة التصفح في المواقع و إنقطاعها بشكل منتظم و في بعض الأحيان التعثر للدخول إلى البيانات الشخصية ، الجوسسة و انتهاك الخصوصيات.,15,1
631, ماهي الجرائم المترتبة عن عملية إختراق لموقع  على الشبكة؟, تغيير أو سرقة أو  إزالة المعلومات التي يطالها المخترق، تخريب وتعطيل الأجهزة، تغيير وجه المواقع ، تبطئة حركة التصفح وانقطاعها على فترات.,1.0,[40],جرائم مالية(سرقة الأموال ، سطو على حسابات وأرقام بطاقات الائتمان)، التعدي الالكتروني ، النهب و الاحتيال الجرائم المرتبطة بتشكيل الهوية الاسلامية و نشر الثقافات و الصور الاباحية مما يأثرعلى المراهقين و الاطفال .,15,0
632, ماهي الجرائم المترتبة عن عملية إختراق لموقع  على الشبكة؟, تغيير أو سرقة أو  إزالة المعلومات التي يطالها المخترق، تخريب وتعطيل الأجهزة، تغيير وجه المواقع ، تبطئة حركة التصفح وانقطاعها على فترات.,3.0,[41],استغلال بيانات المستخدمين بابتزازهم او نشر هذه البيانات...المقصود في هذه النقطة ان بيانات المستخدم سرية لكن باختراق الموقع لن تصبح سرية، سرقة البيانات ، اختراق زوار الموقع باستخدام حصانطروادة فور دخول المستخدم للموقع،جريمةنشرصورمسيئةعلىصفحةالموقع،اغراقالموقعواسقاطهنهائيا.,15,1
633, ماهي الجرائم المترتبة عن عملية إختراق لموقع  على الشبكة؟, تغيير أو سرقة أو  إزالة المعلومات التي يطالها المخترق، تخريب وتعطيل الأجهزة، تغيير وجه المواقع ، تبطئة حركة التصفح وانقطاعها على فترات.,2.75,[42],سرقة واتلاف و تغيير المعلومات، تركيب برمجيات التتبع و تسجيل نقرات لوحة المفاتيح من أجل سرقة كلمات المرور و رقم البطاقة الائتمانية.,15,1
634, ماهي الجرائم المترتبة عن عملية إختراق لموقع  على الشبكة؟, تغيير أو سرقة أو  إزالة المعلومات التي يطالها المخترق، تخريب وتعطيل الأجهزة، تغيير وجه المواقع ، تبطئة حركة التصفح وانقطاعها على فترات.,5.0,[43],ازالة ، سرقة ،تغيير المعلومات الموجودة في الموقع، تغيير واجهة الموقع تخريب او حذف الموقع ككل، تباطئ في حركة تصفح الموقع.,15,1
635, ماهي الجرائم المترتبة عن عملية إختراق لموقع  على الشبكة؟, تغيير أو سرقة أو  إزالة المعلومات التي يطالها المخترق، تخريب وتعطيل الأجهزة، تغيير وجه المواقع ، تبطئة حركة التصفح وانقطاعها على فترات.,0.5,[44],التجسس و انهاك الخصوصية دعوة الى عمل غير قانوني مناقضة للدين التحرش بالأطفال و استغلالهم، جرائم الاختراق.,15,0
636, ماهي الجرائم المترتبة عن عملية إختراق لموقع  على الشبكة؟, تغيير أو سرقة أو  إزالة المعلومات التي يطالها المخترق، تخريب وتعطيل الأجهزة، تغيير وجه المواقع ، تبطئة حركة التصفح وانقطاعها على فترات.,4.0,[45],ربط جهاز الضحية بالمحترف وامكانية التحكم في الجهاز، امكانية تغيير الواجهة او تصميم الموقع ، التجسس و انتهاك الخصوصية، سرقة المعلومات و امكانية تغييرها او اتلافها و حوها، امكانية التشهيراو الابتزازات الكشف و النهب,15,1
637, ماهي الجرائم المترتبة عن عملية إختراق لموقع  على الشبكة؟, تغيير أو سرقة أو  إزالة المعلومات التي يطالها المخترق، تخريب وتعطيل الأجهزة، تغيير وجه المواقع ، تبطئة حركة التصفح وانقطاعها على فترات.,2.75,[46],الجوسسة، اتلاف المعلومات و أخذها، القرصنة، التحكم في الشبكة، تحميل برمجيات فاسدة.,15,1
638, ماهي الجرائم المترتبة عن عملية إختراق لموقع  على الشبكة؟, تغيير أو سرقة أو  إزالة المعلومات التي يطالها المخترق، تخريب وتعطيل الأجهزة، تغيير وجه المواقع ، تبطئة حركة التصفح وانقطاعها على فترات.,3.25,[47],تغيير، حذف البيانات، إنتحال شخصية، قرصنة البيانات، نشر البيانات التي في الموقع إلى العالم.,15,1
639, ماهي الجرائم المترتبة عن عملية إختراق لموقع  على الشبكة؟, تغيير أو سرقة أو  إزالة المعلومات التي يطالها المخترق، تخريب وتعطيل الأجهزة، تغيير وجه المواقع ، تبطئة حركة التصفح وانقطاعها على فترات.,3.75,[48],المعلومات المطالة بالسرقة أو التغيير أو الحذف، البرامج (الأنظمة) و الأجهزة و تخريبها، تغيير وجه الموقع.,15,1
640, ماهي الجرائم المترتبة عن عملية إختراق لموقع  على الشبكة؟, تغيير أو سرقة أو  إزالة المعلومات التي يطالها المخترق، تخريب وتعطيل الأجهزة، تغيير وجه المواقع ، تبطئة حركة التصفح وانقطاعها على فترات.,2.0,[49],تغيير محتوى الموقع، تستعمل الموقع للوصول الى مواقع أخرى محجوبة، جريمة اختراق.,15,0
641, ماهي الجرائم المترتبة عن عملية إختراق لموقع  على الشبكة؟, تغيير أو سرقة أو  إزالة المعلومات التي يطالها المخترق، تخريب وتعطيل الأجهزة، تغيير وجه المواقع ، تبطئة حركة التصفح وانقطاعها على فترات.,3.0,[50],تكسير كلمات المرور، سرقة المعلومات، تغيير أو تزوير البيانات، تعطيل أو تخريب البرامج أو الأجهزة.,15,1
642, ماهي الجرائم المترتبة عن عملية إختراق لموقع  على الشبكة؟, تغيير أو سرقة أو  إزالة المعلومات التي يطالها المخترق، تخريب وتعطيل الأجهزة، تغيير وجه المواقع ، تبطئة حركة التصفح وانقطاعها على فترات.,3.875,[51],تغيير وجه الموقع سرقة معلومات خاصة، سرقة الهوية أو البريد الالكتروني،  انشاء موقع احتيال على شخصيات.,15,1
643, ماهي وظيفة برنامج راصد لوحة المفاتيح؟, تسجيل جميع ضغطات المفاتيح  وبالتالي كل كلمات المرور المدخلة على الكمبيوتر و أرقام البطاقات الائتمانية لغرض السرقة كما يستعمل أيضا لإثبات الهوية كقياس حيوي سلوكي .,2.25,[1],التجسس على المستخدمين عن  طريق تسجيل و تسجيل المعلومات و ارسالها بطريقة اوتوماتيكية.,16,0
644, ماهي وظيفة برنامج راصد لوحة المفاتيح؟, تسجيل جميع ضغطات المفاتيح  وبالتالي كل كلمات المرور المدخلة على الكمبيوتر و أرقام البطاقات الائتمانية لغرض السرقة كما يستعمل أيضا لإثبات الهوية كقياس حيوي سلوكي .,2.0,[2],سرقة المعلومات، اختراق الجهاز، اتلاف الجهاز، معرفة كلمة السر، تغير او حذف المعلومات، رصد نقرات المستعمل و بالتالي معرفة جميع المعلومات المكتوبة.,16,0
645, ماهي وظيفة برنامج راصد لوحة المفاتيح؟, تسجيل جميع ضغطات المفاتيح  وبالتالي كل كلمات المرور المدخلة على الكمبيوتر و أرقام البطاقات الائتمانية لغرض السرقة كما يستعمل أيضا لإثبات الهوية كقياس حيوي سلوكي .,1.75,[3],تسجيل كل ما يكتبه المستخدم على لوحة المفاتيح clavier للحصول على كلمة السر مثلا,16,0
646, ماهي وظيفة برنامج راصد لوحة المفاتيح؟, تسجيل جميع ضغطات المفاتيح  وبالتالي كل كلمات المرور المدخلة على الكمبيوتر و أرقام البطاقات الائتمانية لغرض السرقة كما يستعمل أيضا لإثبات الهوية كقياس حيوي سلوكي .,2.75,[4],الحصول على كلمات السر المستخدم فعند اختراق الحاسب الخاص يقوم المخترق بتثبيت برنامج أو فيروس يسمح له برصد جميع ضربات لوحة المفاتيح.,16,1
647, ماهي وظيفة برنامج راصد لوحة المفاتيح؟, تسجيل جميع ضغطات المفاتيح  وبالتالي كل كلمات المرور المدخلة على الكمبيوتر و أرقام البطاقات الائتمانية لغرض السرقة كما يستعمل أيضا لإثبات الهوية كقياس حيوي سلوكي .,2.5,[5],يقوم بتسجيل نقرات لوحة المفاتيح لكي يستطيع المخترق سرقة كلمة المرور,16,1
648, ماهي وظيفة برنامج راصد لوحة المفاتيح؟, تسجيل جميع ضغطات المفاتيح  وبالتالي كل كلمات المرور المدخلة على الكمبيوتر و أرقام البطاقات الائتمانية لغرض السرقة كما يستعمل أيضا لإثبات الهوية كقياس حيوي سلوكي .,3.0,[6],يقوم بتسجيل جميع  نقرات لوحة المفاتيح و التمكن من معرفة كلمة المرور للحساب الالكتروني و الاستيلاء عليه,16,1
649, ماهي وظيفة برنامج راصد لوحة المفاتيح؟, تسجيل جميع ضغطات المفاتيح  وبالتالي كل كلمات المرور المدخلة على الكمبيوتر و أرقام البطاقات الائتمانية لغرض السرقة كما يستعمل أيضا لإثبات الهوية كقياس حيوي سلوكي .,3.0,[7],التجسس على الضحية بطريقة غير مشروعة فهو يمكن من الحصول على كل ما يكتبه الضحية بلوحة المفاتيح وبالتالي الحصول على مختلف كلمات السر و المعلومة الخصوصية,16,1
650, ماهي وظيفة برنامج راصد لوحة المفاتيح؟, تسجيل جميع ضغطات المفاتيح  وبالتالي كل كلمات المرور المدخلة على الكمبيوتر و أرقام البطاقات الائتمانية لغرض السرقة كما يستعمل أيضا لإثبات الهوية كقياس حيوي سلوكي .,3.0,[8],التجسس على نقرات لوحة المفاتيح وارسالها للمجرم ليتمكن من معرفة كلمات المرور وفك التشفير,16,1
651, ماهي وظيفة برنامج راصد لوحة المفاتيح؟, تسجيل جميع ضغطات المفاتيح  وبالتالي كل كلمات المرور المدخلة على الكمبيوتر و أرقام البطاقات الائتمانية لغرض السرقة كما يستعمل أيضا لإثبات الهوية كقياس حيوي سلوكي .,3.25,[9],يقوم راصد لوحة المفاتيح بحفظ النقرات على لوحة المفاتيح ليتمكن من الحصول عليها المخترق للكشف على الأرقام السرية والبريد الالكتروني وبعض المعلومات الخاصة,16,1
652, ماهي وظيفة برنامج راصد لوحة المفاتيح؟, تسجيل جميع ضغطات المفاتيح  وبالتالي كل كلمات المرور المدخلة على الكمبيوتر و أرقام البطاقات الائتمانية لغرض السرقة كما يستعمل أيضا لإثبات الهوية كقياس حيوي سلوكي .,2.0,[10],جزء من نظام الحماية بحيث يكشف عن هوية المستخدم بمجرد استعمال لوحة المفاتيح,16,0
653, ماهي وظيفة برنامج راصد لوحة المفاتيح؟, تسجيل جميع ضغطات المفاتيح  وبالتالي كل كلمات المرور المدخلة على الكمبيوتر و أرقام البطاقات الائتمانية لغرض السرقة كما يستعمل أيضا لإثبات الهوية كقياس حيوي سلوكي .,1.5,[11],يستخدم على مستخدم جهاز الحاسوب من أجل التجسس عليه ومن أجل الحصول على معلومات وهو غير قانوني,16,0
654, ماهي وظيفة برنامج راصد لوحة المفاتيح؟, تسجيل جميع ضغطات المفاتيح  وبالتالي كل كلمات المرور المدخلة على الكمبيوتر و أرقام البطاقات الائتمانية لغرض السرقة كما يستعمل أيضا لإثبات الهوية كقياس حيوي سلوكي .,1.75,[12],يسجل جميع ضغطات لوحة المفاتيح بما فيها الكلمات السرية,16,0
655, ماهي وظيفة برنامج راصد لوحة المفاتيح؟, تسجيل جميع ضغطات المفاتيح  وبالتالي كل كلمات المرور المدخلة على الكمبيوتر و أرقام البطاقات الائتمانية لغرض السرقة كما يستعمل أيضا لإثبات الهوية كقياس حيوي سلوكي .,3.0,[13],تسجيل كل ما يكتبه المستخدم على لوحة المفاتيح للحصول على كلمة السر مثلا,16,1
656, ماهي وظيفة برنامج راصد لوحة المفاتيح؟, تسجيل جميع ضغطات المفاتيح  وبالتالي كل كلمات المرور المدخلة على الكمبيوتر و أرقام البطاقات الائتمانية لغرض السرقة كما يستعمل أيضا لإثبات الهوية كقياس حيوي سلوكي .,2.5,[14],تقفي اثر كلمات المرور، تسجيل اي مستخدم منفصل لوحة المفاتيح.,16,1
657, ماهي وظيفة برنامج راصد لوحة المفاتيح؟, تسجيل جميع ضغطات المفاتيح  وبالتالي كل كلمات المرور المدخلة على الكمبيوتر و أرقام البطاقات الائتمانية لغرض السرقة كما يستعمل أيضا لإثبات الهوية كقياس حيوي سلوكي .,1.5,[15],حساب ضربات المفاتيح و الوتيرة ليتمكن من إعطاء معلومات حول الشخص,16,0
658, ماهي وظيفة برنامج راصد لوحة المفاتيح؟, تسجيل جميع ضغطات المفاتيح  وبالتالي كل كلمات المرور المدخلة على الكمبيوتر و أرقام البطاقات الائتمانية لغرض السرقة كما يستعمل أيضا لإثبات الهوية كقياس حيوي سلوكي .,2.5,[16],يمكنه رصد جميع الكلمات التي قام المستخدم بكتابتها و بذلك يستطيع معرفة كلمات السر … الخ,16,1
659, ماهي وظيفة برنامج راصد لوحة المفاتيح؟, تسجيل جميع ضغطات المفاتيح  وبالتالي كل كلمات المرور المدخلة على الكمبيوتر و أرقام البطاقات الائتمانية لغرض السرقة كما يستعمل أيضا لإثبات الهوية كقياس حيوي سلوكي .,3.0,[17],وظيفتها تسجيل أي حرف يكتب عن طريق لوحة المفاتيح و يتم عن طريقها سرقة كلمات المرور المكتوبة سابقا عن طريق لوحة و حتى سرقة المعلومات الخاصة بالمستخدم .,16,1
660, ماهي وظيفة برنامج راصد لوحة المفاتيح؟, تسجيل جميع ضغطات المفاتيح  وبالتالي كل كلمات المرور المدخلة على الكمبيوتر و أرقام البطاقات الائتمانية لغرض السرقة كما يستعمل أيضا لإثبات الهوية كقياس حيوي سلوكي .,1.5,[18],يقوم بتسجيل المفاتيح المضغوطة كمعلومات ويرسلها لصاحب البرنامج لكي يتمكن من استعمال هذه المعلومات في قرصنة المستخدم,16,0
661, ماهي وظيفة برنامج راصد لوحة المفاتيح؟, تسجيل جميع ضغطات المفاتيح  وبالتالي كل كلمات المرور المدخلة على الكمبيوتر و أرقام البطاقات الائتمانية لغرض السرقة كما يستعمل أيضا لإثبات الهوية كقياس حيوي سلوكي .,2.5,[19],"اتباع ضربات لوحة مفاتيح المستخدم ونقلها للمخترق, حتى يحصل على جميع الارقام السرية الخاصة به",16,1
662, ماهي وظيفة برنامج راصد لوحة المفاتيح؟, تسجيل جميع ضغطات المفاتيح  وبالتالي كل كلمات المرور المدخلة على الكمبيوتر و أرقام البطاقات الائتمانية لغرض السرقة كما يستعمل أيضا لإثبات الهوية كقياس حيوي سلوكي .,2.5,[20],يقوم بتسجيل النقارات المستخدم على لوحة المفاتيح بغرض كشف كلمات السر ومعلومات شخصية وارسالها إلى المخترق,16,1
663, ماهي وظيفة برنامج راصد لوحة المفاتيح؟, تسجيل جميع ضغطات المفاتيح  وبالتالي كل كلمات المرور المدخلة على الكمبيوتر و أرقام البطاقات الائتمانية لغرض السرقة كما يستعمل أيضا لإثبات الهوية كقياس حيوي سلوكي .,0.25,[21],معرفة الكلمات والحروف المستعملة على تلك لوحة المفاتيح وهذا للحد من الاختراق,16,0
664, ماهي وظيفة برنامج راصد لوحة المفاتيح؟, تسجيل جميع ضغطات المفاتيح  وبالتالي كل كلمات المرور المدخلة على الكمبيوتر و أرقام البطاقات الائتمانية لغرض السرقة كما يستعمل أيضا لإثبات الهوية كقياس حيوي سلوكي .,3.0,[22],التجسس على ضربات لوحة المفاتيح وتسجيلها حيث من خلالها يستطيع الهاكر معرفة كلمة المرور,16,1
665, ماهي وظيفة برنامج راصد لوحة المفاتيح؟, تسجيل جميع ضغطات المفاتيح  وبالتالي كل كلمات المرور المدخلة على الكمبيوتر و أرقام البطاقات الائتمانية لغرض السرقة كما يستعمل أيضا لإثبات الهوية كقياس حيوي سلوكي .,2.5,[23],راصد لوحة المفاتيح  يتم حفظ كل ما تم كتبه أو ضغط عليه في لوحة المفاتيح و يمكن العودة اليه نستطيع من خلاله مثلا حفظ كلمه السر الأشخاص الذين يستعملون الجهاز المحملبراصد,16,1
666, ماهي وظيفة برنامج راصد لوحة المفاتيح؟, تسجيل جميع ضغطات المفاتيح  وبالتالي كل كلمات المرور المدخلة على الكمبيوتر و أرقام البطاقات الائتمانية لغرض السرقة كما يستعمل أيضا لإثبات الهوية كقياس حيوي سلوكي .,5.0,[24],يستخدم كقياس حيوي سلوكي للتاكد من الهوية، معرفة كلمات السر او ارقام المرور عند الاختراق,16,1
667, ماهي وظيفة برنامج راصد لوحة المفاتيح؟, تسجيل جميع ضغطات المفاتيح  وبالتالي كل كلمات المرور المدخلة على الكمبيوتر و أرقام البطاقات الائتمانية لغرض السرقة كما يستعمل أيضا لإثبات الهوية كقياس حيوي سلوكي .,2.75,[25],التجسس عن طريق ربطه بلوحة المفاتيح التي تخزن الضربات,16,1
668, ماهي وظيفة برنامج راصد لوحة المفاتيح؟, تسجيل جميع ضغطات المفاتيح  وبالتالي كل كلمات المرور المدخلة على الكمبيوتر و أرقام البطاقات الائتمانية لغرض السرقة كما يستعمل أيضا لإثبات الهوية كقياس حيوي سلوكي .,2.75,[26],تسجيل كل ما يكتبه المستخدم على لوحة المفاتيح تمكن المجرم من استرجاع كل الحروف التي يدخلها الضحية,16,1
669, ماهي وظيفة برنامج راصد لوحة المفاتيح؟, تسجيل جميع ضغطات المفاتيح  وبالتالي كل كلمات المرور المدخلة على الكمبيوتر و أرقام البطاقات الائتمانية لغرض السرقة كما يستعمل أيضا لإثبات الهوية كقياس حيوي سلوكي .,1.75,[27],يعمل هذا البرنامج على تسجيل كل ما يترصده لوحة المفاتيح,16,0
670, ماهي وظيفة برنامج راصد لوحة المفاتيح؟, تسجيل جميع ضغطات المفاتيح  وبالتالي كل كلمات المرور المدخلة على الكمبيوتر و أرقام البطاقات الائتمانية لغرض السرقة كما يستعمل أيضا لإثبات الهوية كقياس حيوي سلوكي .,2.5,[28],وظيفته التنصت على المفاتيح المضغوطة وارسالها للمخترق، الحصول على كلمات السر المستخدم,16,1
671, ماهي وظيفة برنامج راصد لوحة المفاتيح؟, تسجيل جميع ضغطات المفاتيح  وبالتالي كل كلمات المرور المدخلة على الكمبيوتر و أرقام البطاقات الائتمانية لغرض السرقة كما يستعمل أيضا لإثبات الهوية كقياس حيوي سلوكي .,2.75,[29],يقوم بتسجيل نقرات لوحة المفاتيح لكي يستطيع المخترق سرقة كلمة المرور و يتجسس على الرسائل,16,1
672, ماهي وظيفة برنامج راصد لوحة المفاتيح؟, تسجيل جميع ضغطات المفاتيح  وبالتالي كل كلمات المرور المدخلة على الكمبيوتر و أرقام البطاقات الائتمانية لغرض السرقة كما يستعمل أيضا لإثبات الهوية كقياس حيوي سلوكي .,2.25,[30],يقوم راصد لوحة المفاتيح بحفظ النقرات على لوحة المفاتيح ليتمكن من الحصول عليها المخترق للكشف على البريد الالكتروني,16,0
673, ماهي وظيفة برنامج راصد لوحة المفاتيح؟, تسجيل جميع ضغطات المفاتيح  وبالتالي كل كلمات المرور المدخلة على الكمبيوتر و أرقام البطاقات الائتمانية لغرض السرقة كما يستعمل أيضا لإثبات الهوية كقياس حيوي سلوكي .,2.5,[31],وسيلة لمعرفة ما يكتبه مستخدم الحاسوب ويستعملها المخترق لمعرفة  الأرقام السرية وبعض المعلومات الخاصة,16,1
674, ماهي وظيفة برنامج راصد لوحة المفاتيح؟, تسجيل جميع ضغطات المفاتيح  وبالتالي كل كلمات المرور المدخلة على الكمبيوتر و أرقام البطاقات الائتمانية لغرض السرقة كما يستعمل أيضا لإثبات الهوية كقياس حيوي سلوكي .,2.5,[32],برصد كل ما يقوم به على لوحة المفاتيح ومنه يرصد  كلمات السر,16,1
675, ماهي وظيفة برنامج راصد لوحة المفاتيح؟, تسجيل جميع ضغطات المفاتيح  وبالتالي كل كلمات المرور المدخلة على الكمبيوتر و أرقام البطاقات الائتمانية لغرض السرقة كما يستعمل أيضا لإثبات الهوية كقياس حيوي سلوكي .,2.5,[33],يجمع و يعالج ضربات المفاتيح ليمكن مرتكب الجريمة من سرقة الارقام السرية و التجسس عليه,16,1
676, ماهي وظيفة برنامج راصد لوحة المفاتيح؟, تسجيل جميع ضغطات المفاتيح  وبالتالي كل كلمات المرور المدخلة على الكمبيوتر و أرقام البطاقات الائتمانية لغرض السرقة كما يستعمل أيضا لإثبات الهوية كقياس حيوي سلوكي .,1.25,[34],الحصول على اكثر ما يمكن من كلمات السر للمستخدمين,16,0
677, ماهي وظيفة برنامج راصد لوحة المفاتيح؟, تسجيل جميع ضغطات المفاتيح  وبالتالي كل كلمات المرور المدخلة على الكمبيوتر و أرقام البطاقات الائتمانية لغرض السرقة كما يستعمل أيضا لإثبات الهوية كقياس حيوي سلوكي .,3.5,[35],هو برنامج ترقب عند النقر في لوحة المفاتيح فان كل المعلومات تنقل الى المخترق أوتوماتيكيا   وبالتالي يمكن معرفته كلمات المرور,16,1
678, ماهي وظيفة برنامج راصد لوحة المفاتيح؟, تسجيل جميع ضغطات المفاتيح  وبالتالي كل كلمات المرور المدخلة على الكمبيوتر و أرقام البطاقات الائتمانية لغرض السرقة كما يستعمل أيضا لإثبات الهوية كقياس حيوي سلوكي .,3.0,[36],تخزين كامل ضربات لوحة المفاتيح و بذلك تخزين معلومات الحاسوب كالارقام  السرية و البريد الالكتروني والكلمات السرية مما يسهل عملية الاختراق,16,1
